"El Catálogo Nacional de Códigos Postales, es elaborado por Correos de México y se proporciona en forma gratuita para uso particular, no estando permitida su comercialización, total o parcial, ni su distribución a terceros bajo ningún concepto.",,,,,,
Código Postal,Estado,Municipio,Ciudad,Tipo de Asentamiento,Asentamiento,Clave de Oficina
25110,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Balcones de las Torres,25001
25110,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Valle Satélite,25001
25113,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Satélite Sur,25001
25114,Coahuila de Zaragoza,Saltillo,Saltillo,Zona industrial,Parque Industrial las Torres,25001
25115,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Satélite Norte,25001
25115,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Santorini,25001
25115,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Saltillo 2000,25001
25115,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Portal de los Agaves,25001
25115,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Portal del Quijote,25001
25115,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,San José de Flores,25001
25115,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Portal del Pedregal,25001
25116,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Valencia,25001
25116,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Andalucía,25001
25116,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,San Isidro,25001
25117,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Ankara Residencial,25001
25117,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Triana,25001
25117,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Privada Lantana,25001
25117,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Privada Luxor,25001
25117,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villas Castellana,25001
25117,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Real Ankara,25001
25117,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,El Rocal Residencial,25001
25117,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Santa Fe,25001
25120,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Francisco I Madero,25001
25123,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Pedregal de los Santos Sur,25001
25123,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Ejido Padres Santos,25001
25123,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,La Magueyada,25001
25123,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Ejido la Vega,25001
25124,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Las Cumbres,25001
25124,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Rancho Flores,25001
25124,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Loma Dorada,25001
25124,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Ocho de Enero,25001
25124,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Ignacio Allende,25001
25124,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Residencial Rincón de San Vicente,25001
25125,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Roma,25001
25125,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Adolfo López Mateos,25001
25128,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Josefa Ortiz de Domínguez,25001
25128,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Puerto de Flores,25001
25128,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,1° de Mayo,25001
25130,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Anáhuac,25001
25130,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Antonio Cárdenas,25001
25130,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Gustavo Espinosa Mireles,25001
25130,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Isabel Amalia Dávila,25001
25137,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Pueblo Insurgentes,25001
25137,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Paraíso,25001
25137,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Hacienda la Magueyada,25001
25138,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,González Norte,25001
25138,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Altaria Residencial,25001
25138,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Emilio Carranza,25001
25138,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Valle Universidad,25001
25138,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Privada Guadalupe,25001
25138,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Cerrada Guadalupe,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Cerro del Pueblo,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Ejército Constitucionalista,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Independencia,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Panteones,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Hacienda San Pablo,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Las Mitras,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Sierras del Poniente,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Azteca,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Valle de San Antonio,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Campo Verde,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Obrera,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,María Luisa,25001
25140,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Antonio Cárdenas Sur,25001
25146,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Oscar Flores Tapia,25001
25147,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Loma Alta,25001
25150,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Alfredo V Bonfil,25001
25150,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Mirador,25001
25150,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Universo,25001
25150,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Valle de las Flores Popular,25001
25154,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Ejido la Minita,25001
25155,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Balcones,25001
25155,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Puerto de la Virgen,25001
25155,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Rincón de Guadalupe,25001
25155,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Valle del Poniente,25001
25155,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Las Margaritas,25001
25156,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Francisco Villa,25001
25157,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Fresnos,25001
25157,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Valle Escondido,25001
25157,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Valle Escondido Sur,25001
25157,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Venustiano Carranza,25001
25160,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Alameda,25001
25160,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Del Valle,25001
25160,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Zamora,25001
25160,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Bordo Ferrocarril,25001
25160,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Huerta los Pilares,25001
25160,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Privada Quinta Narro,25001
25167,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Guayulera Tierra y Esperanza,25001
25167,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Ampliación Pacheco,25001
25167,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Providencia,25001
25167,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Privada Coahuila y Zacatecas,25001
25168,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Privada Beta Centauro,25001
25169,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Brisas del Valle,25001
25169,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Unidad Modelo,25001
25170,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,El Bosque,25001
25170,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,La Minita,25001
25170,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,La Peñita,25001
25179,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Cuernitos,25001
25180,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Chamizal,25001
25180,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Guayulera,25001
25180,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Ruiz Cortines,25001
25186,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,San Miguel,25001
25186,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,El Edén,25001
25188,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Río Verde,25001
25190,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,5 de Mayo,25001
25190,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,El Tanquecito,25001
25190,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Providencia,25001
25193,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Héroes de Nacozari,25001
25194,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Ignacio Zaragoza Popular,25001
25194,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Valle Verde,25001
25194,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Julieta Pérez,25001
25194,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Diana Laura Riojas de Colosio,25001
25194,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Berros,25001
25195,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Patria Nueva,25001
25196,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Santa Teresa,25001
25197,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Ladrilleros,25001
25197,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Rosarios Popular,25001
25197,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,La Esmeralda,25001
25197,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,La Joyita,25001
25197,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,El Morillo,25001
25197,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,La Romita,25001
25198,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Pinos,25001
25199,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,San Isidro,25001
25200,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Las Huertas,25001
25200,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Rodríguez,25001
25200,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Arboledas Residencial,25001
25200,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Los Zendejos,25001
25200,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,La Rioja Terrán,25001
25200,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,La Rioja,25001
25200,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villanatura,25001
25200,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villas de Sayavedra,25001
25200,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Jardines de Versalles,25001
25200,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Las Cabañas,25001
25200,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villas del Ranchito,25001
25200,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Rincón de Sayavedra,25001
25203,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Las Magnolias,25001
25203,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Jacarandas Jardín,25001
25203,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Nuestra Señora de Fátima,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Habita,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los González,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,San Alberto,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Residencial San Patricio,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,El Portal,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Privada Emilio Rodríguez,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,La Cantera Residencial,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Habita II,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,La Joya,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Albareda Residencial,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Saqqara,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Los Pinos,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Valle Real,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Villa Toscana,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villas de San Miguel,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Siller,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,San Patricio Plus,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,San José Residencial,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Hacienda San Jerónimo,25001
25204,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villas de Aranjuez,25001
25206,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Jardines Coloniales,25001
25206,Coahuila de Zaragoza,Saltillo,Saltillo,Zona industrial,Parque Industrial Ventura,25001
25206,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Las Quintas,25001
25206,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Privada Coloniales,25001
25207,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Algodones,25001
25207,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Country Club Residencial,25001
25207,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Puerta del Sol,25001
25207,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,El Suspiro,25001
25207,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Valle Hermoso,25001
25207,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Los Cedros Residencial,25001
25207,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Albatros Residencial,25001
25208,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Jardines del Campestre Residencial,25001
25208,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Loma Blanca,25001
25208,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Los Bosques,25001
25208,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Vivennto Residencial,25001
25208,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Nogalar del Campestre,25001
25208,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Campestre Capellanía,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Valdez,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villa San Juan,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Rincón de los Adobes,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Rincón de Alcántara,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Sorrento,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Lomas de Peña,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,San Juan Bautista,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Torrealta Residencial,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Rincón de los Encinos,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Punta Bosque,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,La Poza,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Peña Alta,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Seterra Residencial,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Torrada Residencial,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Campestre la Poza,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,El Campanario,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Las Misiones,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Quinta Real,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Arrayanes,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Santa Rosa Residencial,25001
25209,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villa del Carmen Residencial,25001
25210,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Hacienda de Peña,25001
25210,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Las Brisas,25001
25210,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Los Álamos,25001
25210,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Nueva España,25001
25210,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Rancho de Peña,25001
25210,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Rivera del Valle,25001
25210,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,La Noria,25001
25210,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villa Vergel Residencial,25001
25210,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Privadas de Santiago,25001
25210,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Valle las Palmas,25001
25210,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Oasis,25001
25215,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Valle San Agustín,25001
25220,Coahuila de Zaragoza,Saltillo,Saltillo,Unidad habitacional,Río Bravo,25001
25220,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Virreyes Obrera,25001
25220,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Virreyes Popular,25001
25220,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Residencial los Encinos,25001
25220,Coahuila de Zaragoza,Saltillo,Saltillo,Zona industrial,Zona Industrial,25001
25225,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Virreyes Colonial,25001
25225,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Brisas Poniente,25001
25225,Coahuila de Zaragoza,Saltillo,Saltillo,Zona industrial,Virreyes Industrial,25001
25230,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Villa Olímpica,25001
25230,Coahuila de Zaragoza,Saltillo,Saltillo,Unidad habitacional,FOVISSSTE Virreyes,25001
25230,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Virreyes Residencial,25001
25238,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Valle de los Virreyes,25001
25239,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Virreyes Pensiones,25001
25239,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Cima de Virreyes Residencial,25001
25240,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Kiosco,25001
25240,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Jardín,25001
25240,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,La Salle,25001
25240,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Privadas Luxemburgo,25001
25240,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Santiago,25001
25240,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,San Luis,25001
25240,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villas de San Fernando,25001
25240,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villa Olímpica Oriente,25001
25250,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Doctores,25001
25250,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villas de San Carlos,25001
25250,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villas de San Gabriel,25001
25250,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villas de San Isidro,25001
25253,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Alpes Norte,25001
25253,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Lagos Continental,25001
25253,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Residencial los Reales,25001
25253,Coahuila de Zaragoza,Saltillo,Saltillo,Equipamiento,Centro de Investigación en Química Aplicada,25001
25254,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,San Isidro,25001
25256,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Real de Peña,25001
25260,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Insurgentes,25001
25260,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Jardines del Valle,25001
25260,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Maestros,25001
25260,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Universidad,25001
25260,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Privada Santa María,25001
25265,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,República Poniente,25001
25270,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Cumbres,25001
25270,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Latinoamericana,25001
25270,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Alpes,25001
25270,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Ángeles,25001
25277,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Jardín Oriente,25001
25279,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Residencial los Parques,25001
25280,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,El Olmo,25001
25280,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Guanajuato,25001
25280,Coahuila de Zaragoza,Saltillo,Saltillo,Unidad habitacional,ISSSTE,25001
25280,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Jardines del Lago,25001
25280,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,República,25001
25280,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,República Norte,25001
25280,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,República Oriente,25001
25280,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Tecnológico,25001
25280,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Rancho las Varas,25001
25284,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Topo Chico,25001
25285,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Joyas del Boulevard,25001
25286,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Guanajuato Oriente,25001
25286,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Los Adobes,25001
25290,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,América,25001
25290,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Europa,25001
25290,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Oceanía,25001
25290,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Oceanía Boulevares,25001
25290,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Saltillo 400,25001
25290,Coahuila de Zaragoza,Saltillo,Saltillo,Unidad habitacional,Valle de las Flores INFONAVIT,25001
25290,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Privadas de Aragón,25001
25290,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Portales de Aragón,25001
25290,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Las Flores,25001
25290,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Avícola,25001
25293,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Real Hibernia,25001
25293,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Villa Hibernia,25001
25293,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Rincón del Cielo,25001
25293,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Rinconada de la Hibernia,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Terranova,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Terralta,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Unidad habitacional,Magisterio Sección 38,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Zacatones,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Zona industrial,Parque Industrial Cerritos,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Visalta,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,El Sáuz,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Santa Bárbara,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,San José de los Cerritos,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Leandro Valle,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Los Cerritos,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Camino Real,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Zona industrial,Ex Hacienda los Cerritos,25001
25294,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Hacienda Real,25001
25295,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Residencial el Tapanco,25001
25295,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Las Praderas,25001
25295,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Las Margaritas,25001
25296,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,Bonanza,25001
25296,Coahuila de Zaragoza,Saltillo,Saltillo,Fraccionamiento,Bugambilias,25001
25296,Coahuila de Zaragoza,Saltillo,Saltillo,Colonia,La Florida,25001
